pais,fecha_corte,casos_confirmados,muertes,recuperados,total_casos,cambio_diario_casos,en_tratamiento,tasa_letalidad
Afganistán,2020-01-22,0,0,0,22,NA,0,NaN
Afganistán,2020-01-23,0,0,0,22,0,0,NaN
Afganistán,2020-01-24,0,0,0,22,0,0,NaN
Afganistán,2020-01-25,0,0,0,22,0,0,NaN
Afganistán,2020-01-26,0,0,0,22,0,0,NaN
Afganistán,2020-01-27,0,0,0,22,0,0,NaN
Afganistán,2020-01-28,0,0,0,22,0,0,NaN
Afganistán,2020-01-29,0,0,0,22,0,0,NaN
Afganistán,2020-01-30,0,0,0,22,0,0,NaN
Afganistán,2020-01-31,0,0,0,22,0,0,NaN
Afganistán,2020-02-01,0,0,0,22,0,0,NaN
Afganistán,2020-02-02,0,0,0,22,0,0,NaN
Afganistán,2020-02-03,0,0,0,22,0,0,NaN
Afganistán,2020-02-04,0,0,0,22,0,0,NaN
Afganistán,2020-02-05,0,0,0,22,0,0,NaN
Afganistán,2020-02-06,0,0,0,22,0,0,NaN
Afganistán,2020-02-07,0,0,0,22,0,0,NaN
Afganistán,2020-02-08,0,0,0,22,0,0,NaN
Afganistán,2020-02-09,0,0,0,22,0,0,NaN
Afganistán,2020-02-10,0,0,0,22,0,0,NaN
Afganistán,2020-02-11,0,0,0,22,0,0,NaN
Afganistán,2020-02-12,0,0,0,22,0,0,NaN
Afganistán,2020-02-13,0,0,0,22,0,0,NaN
Afganistán,2020-02-14,0,0,0,22,0,0,NaN
Afganistán,2020-02-15,0,0,0,22,0,0,NaN
Afganistán,2020-02-16,0,0,0,22,0,0,NaN
Afganistán,2020-02-17,0,0,0,22,0,0,NaN
Afganistán,2020-02-18,0,0,0,22,0,0,NaN
Afganistán,2020-02-19,0,0,0,22,0,0,NaN
Afganistán,2020-02-20,0,0,0,22,0,0,NaN
Afganistán,2020-02-21,0,0,0,22,0,0,NaN
Afganistán,2020-02-22,0,0,0,22,0,0,NaN
Afganistán,2020-02-23,0,0,0,22,0,0,NaN
Afganistán,2020-02-24,1,0,0,22,1,1,0
Afganistán,2020-02-25,1,0,0,22,0,1,0
Afganistán,2020-02-26,1,0,0,22,0,1,0
Afganistán,2020-02-27,1,0,0,22,0,1,0
Afganistán,2020-02-28,1,0,0,22,0,1,0
Afganistán,2020-02-29,1,0,0,22,0,1,0
Afganistán,2020-03-01,1,0,0,22,0,1,0
Afganistán,2020-03-02,1,0,0,22,0,1,0
Afganistán,2020-03-03,1,0,0,22,0,1,0
Afganistán,2020-03-04,1,0,0,22,0,1,0
Afganistán,2020-03-05,1,0,0,22,0,1,0
Afganistán,2020-03-06,1,0,0,22,0,1,0
Afganistán,2020-03-07,1,0,0,22,0,1,0
Afganistán,2020-03-08,4,0,0,22,3,4,0
Afganistán,2020-03-09,4,0,0,22,0,4,0
Afganistán,2020-03-10,5,0,0,22,1,5,0
Afganistán,2020-03-11,7,0,0,22,2,7,0
Afganistán,2020-03-12,7,0,0,22,0,7,0
Afganistán,2020-03-13,7,0,0,22,0,7,0
Afganistán,2020-03-14,11,0,0,22,4,11,0
Afganistán,2020-03-15,16,0,0,22,5,16,0
Afganistán,2020-03-16,21,0,1,22,5,20,0
Afganistán,2020-03-17,22,0,1,22,1,21,0
Afganistán,2020-03-18,22,0,1,22,0,21,0
Afganistán,2020-03-19,22,0,1,22,0,21,0
Albania,2020-01-22,0,0,0,64,NA,0,NaN
Albania,2020-01-23,0,0,0,64,0,0,NaN
Albania,2020-01-24,0,0,0,64,0,0,NaN
Albania,2020-01-25,0,0,0,64,0,0,NaN
Albania,2020-01-26,0,0,0,64,0,0,NaN
Albania,2020-01-27,0,0,0,64,0,0,NaN
Albania,2020-01-28,0,0,0,64,0,0,NaN
Albania,2020-01-29,0,0,0,64,0,0,NaN
Albania,2020-01-30,0,0,0,64,0,0,NaN
Albania,2020-01-31,0,0,0,64,0,0,NaN
Albania,2020-02-01,0,0,0,64,0,0,NaN
Albania,2020-02-02,0,0,0,64,0,0,NaN
Albania,2020-02-03,0,0,0,64,0,0,NaN
Albania,2020-02-04,0,0,0,64,0,0,NaN
Albania,2020-02-05,0,0,0,64,0,0,NaN
Albania,2020-02-06,0,0,0,64,0,0,NaN
Albania,2020-02-07,0,0,0,64,0,0,NaN
Albania,2020-02-08,0,0,0,64,0,0,NaN
Albania,2020-02-09,0,0,0,64,0,0,NaN
Albania,2020-02-10,0,0,0,64,0,0,NaN
Albania,2020-02-11,0,0,0,64,0,0,NaN
Albania,2020-02-12,0,0,0,64,0,0,NaN
Albania,2020-02-13,0,0,0,64,0,0,NaN
Albania,2020-02-14,0,0,0,64,0,0,NaN
Albania,2020-02-15,0,0,0,64,0,0,NaN
Albania,2020-02-16,0,0,0,64,0,0,NaN
Albania,2020-02-17,0,0,0,64,0,0,NaN
Albania,2020-02-18,0,0,0,64,0,0,NaN
Albania,2020-02-19,0,0,0,64,0,0,NaN
Albania,2020-02-20,0,0,0,64,0,0,NaN
Albania,2020-02-21,0,0,0,64,0,0,NaN
Albania,2020-02-22,0,0,0,64,0,0,NaN
Albania,2020-02-23,0,0,0,64,0,0,NaN
Albania,2020-02-24,0,0,0,64,0,0,NaN
Albania,2020-02-25,0,0,0,64,0,0,NaN
Albania,2020-02-26,0,0,0,64,0,0,NaN
Albania,2020-02-27,0,0,0,64,0,0,NaN
Albania,2020-02-28,0,0,0,64,0,0,NaN
Albania,2020-02-29,0,0,0,64,0,0,NaN
Albania,2020-03-01,0,0,0,64,0,0,NaN
Albania,2020-03-02,0,0,0,64,0,0,NaN
Albania,2020-03-03,0,0,0,64,0,0,NaN
Albania,2020-03-04,0,0,0,64,0,0,NaN
Albania,2020-03-05,0,0,0,64,0,0,NaN
Albania,2020-03-06,0,0,0,64,0,0,NaN
Albania,2020-03-07,0,0,0,64,0,0,NaN
Albania,2020-03-08,0,0,0,64,0,0,NaN
Albania,2020-03-09,2,0,0,64,2,2,0
Albania,2020-03-10,10,0,0,64,8,10,0
Albania,2020-03-11,12,1,0,64,2,11,8.33
Albania,2020-03-12,23,1,0,64,11,22,4.35
Albania,2020-03-13,33,1,0,64,10,32,3.03
Albania,2020-03-14,38,1,0,64,5,37,2.63
Albania,2020-03-15,42,1,0,64,4,41,2.38
Albania,2020-03-16,51,1,0,64,9,50,1.96
Albania,2020-03-17,55,1,0,64,4,54,1.82
Albania,2020-03-18,59,2,0,64,4,57,3.39
Albania,2020-03-19,64,2,0,64,5,62,3.12
Alemania,2020-01-22,0,0,0,15320,NA,0,NaN
Alemania,2020-01-23,0,0,0,15320,0,0,NaN
Alemania,2020-01-24,0,0,0,15320,0,0,NaN
Alemania,2020-01-25,0,0,0,15320,0,0,NaN
Alemania,2020-01-26,0,0,0,15320,0,0,NaN
Alemania,2020-01-27,1,0,0,15320,1,1,0
Alemania,2020-01-28,4,0,0,15320,3,4,0
Alemania,2020-01-29,4,0,0,15320,0,4,0
Alemania,2020-01-30,4,0,0,15320,0,4,0
Alemania,2020-01-31,5,0,0,15320,1,5,0
Alemania,2020-02-01,8,0,0,15320,3,8,0
Alemania,2020-02-02,10,0,0,15320,2,10,0
Alemania,2020-02-03,12,0,0,15320,2,12,0
Alemania,2020-02-04,12,0,0,15320,0,12,0
Alemania,2020-02-05,12,0,0,15320,0,12,0
Alemania,2020-02-06,12,0,0,15320,0,12,0
Alemania,2020-02-07,13,0,0,15320,1,13,0
Alemania,2020-02-08,13,0,0,15320,0,13,0
Alemania,2020-02-09,14,0,0,15320,1,14,0
Alemania,2020-02-10,14,0,0,15320,0,14,0
Alemania,2020-02-11,16,0,0,15320,2,16,0
Alemania,2020-02-12,16,0,0,15320,0,16,0
Alemania,2020-02-13,16,0,1,15320,0,15,0
Alemania,2020-02-14,16,0,1,15320,0,15,0
Alemania,2020-02-15,16,0,1,15320,0,15,0
Alemania,2020-02-16,16,0,1,15320,0,15,0
Alemania,2020-02-17,16,0,1,15320,0,15,0
Alemania,2020-02-18,16,0,12,15320,0,4,0
Alemania,2020-02-19,16,0,12,15320,0,4,0
Alemania,2020-02-20,16,0,12,15320,0,4,0
Alemania,2020-02-21,16,0,14,15320,0,2,0
Alemania,2020-02-22,16,0,14,15320,0,2,0
Alemania,2020-02-23,16,0,14,15320,0,2,0
Alemania,2020-02-24,16,0,14,15320,0,2,0
Alemania,2020-02-25,17,0,14,15320,1,3,0
Alemania,2020-02-26,27,0,15,15320,10,12,0
Alemania,2020-02-27,46,0,16,15320,19,30,0
Alemania,2020-02-28,48,0,16,15320,2,32,0
Alemania,2020-02-29,79,0,16,15320,31,63,0
Alemania,2020-03-01,130,0,16,15320,51,114,0
Alemania,2020-03-02,159,0,16,15320,29,143,0
Alemania,2020-03-03,196,0,16,15320,37,180,0
Alemania,2020-03-04,262,0,16,15320,66,246,0
Alemania,2020-03-05,482,0,16,15320,220,466,0
Alemania,2020-03-06,670,0,17,15320,188,653,0
Alemania,2020-03-07,799,0,18,15320,129,781,0
Alemania,2020-03-08,1040,0,18,15320,241,1022,0
Alemania,2020-03-09,1176,2,18,15320,136,1156,0.17
Alemania,2020-03-10,1457,2,18,15320,281,1437,0.14
Alemania,2020-03-11,1908,3,25,15320,451,1880,0.16
Alemania,2020-03-12,2078,3,25,15320,170,2050,0.14
Alemania,2020-03-13,3675,7,46,15320,1597,3622,0.19
Alemania,2020-03-14,4585,9,46,15320,910,4530,0.2
Alemania,2020-03-15,5795,11,46,15320,1210,5738,0.19
Alemania,2020-03-16,7272,17,67,15320,1477,7188,0.23
Alemania,2020-03-17,9257,24,67,15320,1985,9166,0.26
Alemania,2020-03-18,12327,28,105,15320,3070,12194,0.23
Alemania,2020-03-19,15320,44,113,15320,2993,15163,0.29
Andorra,2020-01-22,0,0,0,53,NA,0,NaN
Andorra,2020-01-23,0,0,0,53,0,0,NaN
Andorra,2020-01-24,0,0,0,53,0,0,NaN
Andorra,2020-01-25,0,0,0,53,0,0,NaN
Andorra,2020-01-26,0,0,0,53,0,0,NaN
Andorra,2020-01-27,0,0,0,53,0,0,NaN
Andorra,2020-01-28,0,0,0,53,0,0,NaN
Andorra,2020-01-29,0,0,0,53,0,0,NaN
Andorra,2020-01-30,0,0,0,53,0,0,NaN
Andorra,2020-01-31,0,0,0,53,0,0,NaN
Andorra,2020-02-01,0,0,0,53,0,0,NaN
Andorra,2020-02-02,0,0,0,53,0,0,NaN
Andorra,2020-02-03,0,0,0,53,0,0,NaN
Andorra,2020-02-04,0,0,0,53,0,0,NaN
Andorra,2020-02-05,0,0,0,53,0,0,NaN
Andorra,2020-02-06,0,0,0,53,0,0,NaN
Andorra,2020-02-07,0,0,0,53,0,0,NaN
Andorra,2020-02-08,0,0,0,53,0,0,NaN
Andorra,2020-02-09,0,0,0,53,0,0,NaN
Andorra,2020-02-10,0,0,0,53,0,0,NaN
Andorra,2020-02-11,0,0,0,53,0,0,NaN
Andorra,2020-02-12,0,0,0,53,0,0,NaN
Andorra,2020-02-13,0,0,0,53,0,0,NaN
Andorra,2020-02-14,0,0,0,53,0,0,NaN
Andorra,2020-02-15,0,0,0,53,0,0,NaN
Andorra,2020-02-16,0,0,0,53,0,0,NaN
Andorra,2020-02-17,0,0,0,53,0,0,NaN
Andorra,2020-02-18,0,0,0,53,0,0,NaN
Andorra,2020-02-19,0,0,0,53,0,0,NaN
Andorra,2020-02-20,0,0,0,53,0,0,NaN
Andorra,2020-02-21,0,0,0,53,0,0,NaN
Andorra,2020-02-22,0,0,0,53,0,0,NaN
Andorra,2020-02-23,0,0,0,53,0,0,NaN
Andorra,2020-02-24,0,0,0,53,0,0,NaN
Andorra,2020-02-25,0,0,0,53,0,0,NaN
Andorra,2020-02-26,0,0,0,53,0,0,NaN
Andorra,2020-02-27,0,0,0,53,0,0,NaN
Andorra,2020-02-28,0,0,0,53,0,0,NaN
Andorra,2020-02-29,0,0,0,53,0,0,NaN
Andorra,2020-03-01,0,0,0,53,0,0,NaN
