pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
San Marino,23,1,0,22,4.35,2020/03/07 18:48:58
Líbano,22,0,1,21,0,2020/03/07 18:48:58
Palestina,22,0,0,22,0,2020/03/07 18:48:58
Israel,21,0,2,19,0,2020/03/07 18:48:58
Portugal,20,0,0,20,0,2020/03/07 18:48:58
República Checa,19,0,0,19,0,2020/03/07 18:48:58
Irlanda,18,0,0,18,0,2020/03/07 18:48:58
Vietnam,18,0,16,2,0,2020/03/07 18:48:58
Argelia,17,0,0,17,0,2020/03/07 18:48:58
Omán,16,0,2,14,0,2020/03/07 18:48:58
Egipto,15,0,1,14,0,2020/03/07 18:48:58
Finlandia,15,0,1,14,0,2020/03/07 18:48:58
Brasil,13,0,0,13,0,2020/03/07 18:48:58
Ecuador,13,0,0,13,0,2020/03/07 18:48:58
Rusia,13,0,2,11,0,2020/03/07 18:48:58
Croacia,12,0,0,12,0,2020/03/07 18:48:58
Estonia,10,0,0,10,0,2020/03/07 18:48:58
Macao,10,0,10,0,0,2020/03/07 18:48:58
Azerbaiyán,9,0,0,9,0,2020/03/07 18:48:58
Rumania,9,0,3,6,0,2020/03/07 18:48:58
Argentina,8,0,0,8,0,2020/03/07 18:48:58
Qatar,8,0,0,8,0,2020/03/07 18:48:58
Eslovenia,7,0,0,7,0,2020/03/07 18:48:58
Bielorrusia,6,0,0,6,0,2020/03/07 18:48:58
Filipinas,6,1,1,4,16.67,2020/03/07 18:48:58
México,6,0,1,5,0,2020/03/07 18:48:58
Pakistán,6,0,0,6,0,2020/03/07 18:48:58
Arabia Saudita,5,0,0,5,0,2020/03/07 18:48:58
French Guiana,5,0,0,5,0,2020/03/07 18:48:58
Nueva Zelanda,5,0,0,5,0,2020/03/07 18:48:58
Polonia,5,0,0,5,0,2020/03/07 18:48:58
Chile,4,0,0,4,0,2020/03/07 18:48:58
Georgia,4,0,0,4,0,2020/03/07 18:48:58
Hungría,4,0,0,4,0,2020/03/07 18:48:58
Indonesia,4,0,0,4,0,2020/03/07 18:48:58
Senegal,4,0,0,4,0,2020/03/07 18:48:58
Bosnia y Herzegovina,3,0,0,3,0,2020/03/07 18:48:58
Macedonia del Norte,3,0,0,3,0,2020/03/07 18:48:58
Malta,3,0,0,3,0,2020/03/07 18:48:58
San Bartolomé,3,0,0,3,0,2020/03/07 18:48:58
Luxemburgo,2,0,0,2,0,2020/03/07 18:48:58
Marruecos,2,0,0,2,0,2020/03/07 18:48:58
Martinique,2,0,0,2,0,2020/03/07 18:48:58
República Dominicana,2,0,0,2,0,2020/03/07 18:48:58
Afganistán,1,0,0,1,0,2020/03/07 18:48:58
Andorra,1,0,0,1,0,2020/03/07 18:48:58
Armenia,1,0,0,1,0,2020/03/07 18:48:58
Bután,1,0,0,1,0,2020/03/07 18:48:58
Camboya,1,0,1,0,0,2020/03/07 18:48:58
Camerún,1,0,0,1,0,2020/03/07 18:48:58
Ciudad del Vaticano,1,0,0,1,0,2020/03/07 18:48:58
Colombia,1,0,0,1,0,2020/03/07 18:48:58
Costa Rica,1,0,0,1,0,2020/03/07 18:48:58
Eslovaquia,1,0,0,1,0,2020/03/07 18:48:58
Gibraltar,1,0,0,1,0,2020/03/07 18:48:58
Islas Faroe,1,0,0,1,0,2020/03/07 18:48:58
Jordania,1,0,0,1,0,2020/03/07 18:48:58
Letonia,1,0,0,1,0,2020/03/07 18:48:58
Liechtenstein,1,0,0,1,0,2020/03/07 18:48:58
Lituania,1,0,0,1,0,2020/03/07 18:48:58
Mónaco,1,0,0,1,0,2020/03/07 18:48:58
Nepal,1,0,1,0,0,2020/03/07 18:48:58
Nigeria,1,0,0,1,0,2020/03/07 18:48:58
Perú,1,0,0,1,0,2020/03/07 18:48:58
Serbia,1,0,0,1,0,2020/03/07 18:48:58
Sri Lanka,1,0,1,0,0,2020/03/07 18:48:58
Sudáfrica,1,0,0,1,0,2020/03/07 18:48:58
Togo,1,0,0,1,0,2020/03/07 18:48:58
Túnez,1,0,0,1,0,2020/03/07 18:48:58
Ucrania,1,0,0,1,0,2020/03/07 18:48:58
