pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Gabón,1,0,0,1,0,2020-03-14T04:28:21Z
Guadalupe,1,0,0,1,0,2020-03-14T04:28:21Z
Guatemala,1,0,0,1,0,2020-03-14T04:28:21Z
Guernsey,1,0,0,1,0,2020-03-14T04:28:21Z
Guinea,1,0,0,1,0,2020-03-14T04:28:21Z
Guyana,1,1,0,0,100,2020-03-14T04:28:21Z
Islas Caimán,1,0,0,1,0,2020-03-14T04:28:21Z
Jordania,1,0,1,0,0,2020-03-14T04:28:21Z
Kenya,1,0,0,1,0,2020-03-14T04:28:21Z
Mauritania,1,0,0,1,0,2020-03-14T04:28:21Z
Mongolia,1,0,0,1,0,2020-03-14T04:28:21Z
Nepal,1,0,1,0,0,2020-03-14T04:28:21Z
Ruanda,1,0,0,1,0,2020-03-14T04:28:21Z
San Vincente y las Granadinas,1,0,0,1,0,2020-03-14T04:28:21Z
Santa Lucía,1,0,0,1,0,2020-03-14T04:28:21Z
Sudan,1,1,0,0,100,2020-03-14T04:28:21Z
Surinam,1,0,0,1,0,2020-03-14T04:28:21Z
Togo,1,0,0,1,0,2020-03-14T04:28:21Z
Palestina,0,0,0,0,NaN,2020-03-14T04:28:21Z
