pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Hungría,4,0,0,4,0,2020/03/07 18:42:01
Indonesia,4,0,0,4,0,2020/03/07 18:42:01
Senegal,4,0,0,4,0,2020/03/07 18:42:01
Bosnia y Herzegovina,3,0,0,3,0,2020/03/07 18:42:01
Macedonia del Norte,3,0,0,3,0,2020/03/07 18:42:01
Malta,3,0,0,3,0,2020/03/07 18:42:01
San Bartolomé,3,0,0,3,0,2020/03/07 18:42:01
Luxemburgo,2,0,0,2,0,2020/03/07 18:42:01
Marruecos,2,0,0,2,0,2020/03/07 18:42:01
Martinique,2,0,0,2,0,2020/03/07 18:42:01
República Dominicana,2,0,0,2,0,2020/03/07 18:42:01
Afganistán,1,0,0,1,0,2020/03/07 18:42:01
Andorra,1,0,0,1,0,2020/03/07 18:42:01
Armenia,1,0,0,1,0,2020/03/07 18:42:01
Bután,1,0,0,1,0,2020/03/07 18:42:01
Camboya,1,0,1,0,0,2020/03/07 18:42:01
Camerún,1,0,0,1,0,2020/03/07 18:42:01
Ciudad del Vaticano,1,0,0,1,0,2020/03/07 18:42:01
Colombia,1,0,0,1,0,2020/03/07 18:42:01
Costa Rica,1,0,0,1,0,2020/03/07 18:42:01
Eslovaquia,1,0,0,1,0,2020/03/07 18:42:01
Gibraltar,1,0,0,1,0,2020/03/07 18:42:01
Islas Faroe,1,0,0,1,0,2020/03/07 18:42:01
Jordania,1,0,0,1,0,2020/03/07 18:42:01
Letonia,1,0,0,1,0,2020/03/07 18:42:01
Liechtenstein,1,0,0,1,0,2020/03/07 18:42:01
Lituania,1,0,0,1,0,2020/03/07 18:42:01
Mónaco,1,0,0,1,0,2020/03/07 18:42:01
Nepal,1,0,1,0,0,2020/03/07 18:42:01
Nigeria,1,0,0,1,0,2020/03/07 18:42:01
Perú,1,0,0,1,0,2020/03/07 18:42:01
Serbia,1,0,0,1,0,2020/03/07 18:42:01
Sri Lanka,1,0,1,0,0,2020/03/07 18:42:01
Sudáfrica,1,0,0,1,0,2020/03/07 18:42:01
Togo,1,0,0,1,0,2020/03/07 18:42:01
Túnez,1,0,0,1,0,2020/03/07 18:42:01
Ucrania,1,0,0,1,0,2020/03/07 18:42:01
