pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Ecuador,28,2,0,26,7.14,2020-03-15T13:25:39Z
Bielorrusia,27,0,3,24,0,2020-03-15T13:25:39Z
Chipre,26,0,0,26,0,2020-03-15T13:25:39Z
Costa Rica,26,0,0,26,0,2020-03-15T13:25:39Z
Letonia,26,0,1,25,0,2020-03-15T13:25:39Z
México,26,0,4,22,0,2020-03-15T13:25:39Z
Colombia,22,0,0,22,0,2020-03-15T13:25:39Z
Omán,19,0,9,10,0,2020-03-15T13:25:39Z
Armenia,18,0,0,18,0,2020-03-15T13:25:39Z
Bosnia y Herzegovina,18,0,0,18,0,2020-03-15T13:25:39Z
Malta,18,0,1,17,0,2020-03-15T13:25:39Z
Túnez,18,0,0,18,0,2020-03-15T13:25:39Z
Marruecos,17,1,1,15,5.88,2020-03-15T13:25:39Z
Azerbaiyán,15,1,3,11,6.67,2020-03-15T13:25:39Z
Macedonia del Norte,14,0,1,13,0,2020-03-15T13:25:39Z
Moldova,12,0,0,12,0,2020-03-15T13:25:39Z
Afganistán,11,0,0,11,0,2020-03-15T13:25:39Z
República Dominicana,11,0,0,11,0,2020-03-15T13:25:39Z
Bolivia,10,0,0,10,0,2020-03-15T13:25:39Z
Maldivas,10,0,0,10,0,2020-03-15T13:25:39Z
Senegal,10,0,1,9,0,2020-03-15T13:25:39Z
Sri Lanka,10,0,1,9,0,2020-03-15T13:25:39Z
Martinica,9,0,0,9,0,2020-03-15T13:25:39Z
Jamaica,8,0,0,8,0,2020-03-15T13:25:39Z
Lituania,8,0,0,8,0,2020-03-15T13:25:39Z
Camboya,7,0,1,6,0,2020-03-15T13:25:39Z
Kazajistán,6,0,0,6,0,2020-03-15T13:25:39Z
Nueva Zelanda,6,0,0,6,0,2020-03-15T13:25:39Z
Paraguay,6,0,0,6,0,2020-03-15T13:25:39Z
Reunion,6,0,0,6,0,2020-03-15T13:25:39Z
Guayana Francesa,5,0,0,5,0,2020-03-15T13:25:39Z
Turquía,5,0,0,5,0,2020-03-15T13:25:39Z
Cuba,4,0,0,4,0,2020-03-15T13:25:39Z
Liechtenstein,4,0,0,4,0,2020-03-15T13:25:39Z
Uruguay,4,0,0,4,0,2020-03-15T13:25:39Z
Bangladesh,3,0,0,3,0,2020-03-15T13:25:39Z
Ghana,3,0,0,3,0,2020-03-15T13:25:39Z
Ucrania,3,1,0,2,33.33,2020-03-15T13:25:39Z
Aruba,2,0,0,2,0,2020-03-15T13:25:39Z
Burkina Faso,2,0,0,2,0,2020-03-15T13:25:39Z
Camerún,2,0,0,2,0,2020-03-15T13:25:39Z
Honduras,2,0,0,2,0,2020-03-15T13:25:39Z
Jersey,2,0,0,2,0,2020-03-15T13:25:39Z
Mónaco,2,0,0,2,0,2020-03-15T13:25:39Z
Namibia,2,0,0,2,0,2020-03-15T13:25:39Z
Nigeria,2,0,0,2,0,2020-03-15T13:25:39Z
Rep. Dem. del Congo,2,0,0,2,0,2020-03-15T13:25:39Z
Seychelles,2,0,0,2,0,2020-03-15T13:25:39Z
Trinidad y Tobago,2,0,0,2,0,2020-03-15T13:25:39Z
Venezuela,2,0,0,2,0,2020-03-15T13:25:39Z
Andorra,1,0,1,0,0,2020-03-15T13:25:39Z
Antigua y Barbuda,1,0,0,1,0,2020-03-15T13:25:39Z
Bután,1,0,0,1,0,2020-03-15T13:25:39Z
Ciudad del Vaticano,1,0,0,1,0,2020-03-15T13:25:39Z
Costa de Marfil,1,0,0,1,0,2020-03-15T13:25:39Z
Curacao,1,0,0,1,0,2020-03-15T13:25:39Z
Esuatini,1,0,0,1,0,2020-03-15T13:25:39Z
Etiopía,1,0,0,1,0,2020-03-15T13:25:39Z
Gabón,1,0,0,1,0,2020-03-15T13:25:39Z
Guadalupe,1,0,0,1,0,2020-03-15T13:25:39Z
Guatemala,1,0,0,1,0,2020-03-15T13:25:39Z
Guernsey,1,0,0,1,0,2020-03-15T13:25:39Z
Guinea,1,0,0,1,0,2020-03-15T13:25:39Z
Guyana,1,1,0,0,100,2020-03-15T13:25:39Z
Islas Caimán,1,0,0,1,0,2020-03-15T13:25:39Z
Jordania,1,0,1,0,0,2020-03-15T13:25:39Z
Kenya,1,0,0,1,0,2020-03-15T13:25:39Z
Mauritania,1,0,0,1,0,2020-03-15T13:25:39Z
Mongolia,1,0,0,1,0,2020-03-15T13:25:39Z
Nepal,1,0,1,0,0,2020-03-15T13:25:39Z
Ruanda,1,0,0,1,0,2020-03-15T13:25:39Z
San Vincente y las Granadinas,1,0,0,1,0,2020-03-15T13:25:39Z
Santa Lucía,1,0,0,1,0,2020-03-15T13:25:39Z
Sudan,1,1,0,0,100,2020-03-15T13:25:39Z
Surinam,1,0,0,1,0,2020-03-15T13:25:39Z
Togo,1,0,0,1,0,2020-03-15T13:25:39Z
Palestina,0,0,0,0,NaN,2020-03-15T13:25:39Z
