pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Tanzania,6,0,0,6,0,2020-03-20
Barbados,5,0,0,5,0,2020-03-20
Surinam,4,0,0,4,0,2020-03-20
Bahamas,3,0,0,3,0,2020-03-20
Gabón,3,1,0,2,33.33,2020-03-20
Madagascar,3,0,0,3,0,2020-03-20
Namibia,3,0,0,3,0,2020-03-20
República Centroafricana,3,0,0,3,0,2020-03-20
República del Congo,3,0,0,3,0,2020-03-20
Benin,2,0,0,2,0,2020-03-20
Bután,2,0,0,2,0,2020-03-20
Haiti,2,0,0,2,0,2020-03-20
Kosovo,2,0,0,2,0,2020-03-20
Liberia,2,0,0,2,0,2020-03-20
Mauritania,2,0,0,2,0,2020-03-20
Santa Lucía,2,0,0,2,0,2020-03-20
Sudán,2,1,0,1,50,2020-03-20
Zambia,2,0,0,2,0,2020-03-20
Angola,1,0,0,1,0,2020-03-20
Antigua y Barbuda,1,0,0,1,0,2020-03-20
Cabo Verde,1,0,0,1,0,2020-03-20
Chad,1,0,0,1,0,2020-03-20
Ciudad del Vaticano,1,0,0,1,0,2020-03-20
El Salvador,1,0,0,1,0,2020-03-20
Esuatini,1,0,0,1,0,2020-03-20
Fiji,1,0,0,1,0,2020-03-20
Gambia,1,0,0,1,0,2020-03-20
Guinea,1,0,0,1,0,2020-03-20
Nepal,1,0,1,0,0,2020-03-20
Nicaragua,1,0,0,1,0,2020-03-20
Niger,1,0,0,1,0,2020-03-20
Papua New Guinea,1,0,0,1,0,2020-03-20
San Vincente y las Granadinas,1,0,0,1,0,2020-03-20
Somalia,1,0,0,1,0,2020-03-20
Yibuti,1,0,0,1,0,2020-03-20
Zimbabwe,1,0,0,1,0,2020-03-20
Groenlandia,0,0,0,0,NaN,2020-03-20
Guam,0,0,0,0,NaN,2020-03-20
Guernsey,0,0,0,0,NaN,2020-03-20
Jersey,0,0,0,0,NaN,2020-03-20
Puerto Rico,0,0,0,0,NaN,2020-03-20
