pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Panamá,8,1,0,7,12.5,2020/03/11 23:56:10
Afganistán,7,0,0,7,0,2020/03/11 23:56:10
Bosnia y Herzegovina,7,0,0,7,0,2020/03/11 23:56:10
Bulgaria,7,1,0,6,14.29,2020/03/11 23:56:10
Luxemburgo,7,0,0,7,0,2020/03/11 23:56:10
Macedonia del Norte,7,0,0,7,0,2020/03/11 23:56:10
Túnez,7,0,0,7,0,2020/03/11 23:56:10
Chipre,6,0,0,6,0,2020/03/11 23:56:10
Malta,6,0,0,6,0,2020/03/11 23:56:10
Guayana Francesa,5,0,0,5,0,2020/03/11 23:56:10
Marruecos,5,1,0,4,20,2020/03/11 23:56:10
Nueva Zelanda,5,0,0,5,0,2020/03/11 23:56:10
Paraguay,5,0,0,5,0,2020/03/11 23:56:10
República Dominicana,5,0,0,5,0,2020/03/11 23:56:10
Senegal,4,0,1,3,0,2020/03/11 23:56:10
Bangladesh,3,0,0,3,0,2020/03/11 23:56:10
Camboya,3,0,1,2,0,2020/03/11 23:56:10
Lituania,3,0,0,3,0,2020/03/11 23:56:10
Martinica,3,0,0,3,0,2020/03/11 23:56:10
Moldova,3,0,0,3,0,2020/03/11 23:56:10
Bolivia,2,0,0,2,0,2020/03/11 23:56:10
Burkina Faso,2,0,0,2,0,2020/03/11 23:56:10
Camerún,2,0,0,2,0,2020/03/11 23:56:10
Honduras,2,0,0,2,0,2020/03/11 23:56:10
Nigeria,2,0,0,2,0,2020/03/11 23:56:10
Sri Lanka,2,0,1,1,0,2020/03/11 23:56:10
Andorra,1,0,0,1,0,2020/03/11 23:56:10
Armenia,1,0,0,1,0,2020/03/11 23:56:10
Bután,1,0,0,1,0,2020/03/11 23:56:10
Ciudad del Vaticano,1,0,0,1,0,2020/03/11 23:56:10
Costa de Marfil,1,0,0,1,0,2020/03/11 23:56:10
Jamaica,1,0,0,1,0,2020/03/11 23:56:10
Jordania,1,0,0,1,0,2020/03/11 23:56:10
Liechtenstein,1,0,0,1,0,2020/03/11 23:56:10
Mónaco,1,0,0,1,0,2020/03/11 23:56:10
Mongolia,1,0,0,1,0,2020/03/11 23:56:10
Nepal,1,0,1,0,0,2020/03/11 23:56:10
Rep. Dem. del Congo,1,0,0,1,0,2020/03/11 23:56:10
Reunion,1,0,0,1,0,2020/03/11 23:56:10
Togo,1,0,0,1,0,2020/03/11 23:56:10
Turquía,1,0,0,1,0,2020/03/11 23:56:10
Ucrania,1,0,0,1,0,2020/03/11 23:56:10
Palestina,0,0,0,0,NaN,2020/03/11 23:56:10
