pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Uzbekistán,6,0,0,6,0,2020-03-17T00:39:21Z
Etiopía,5,0,0,5,0,2020-03-17T00:39:21Z
Ruanda,5,0,0,5,0,2020-03-17T00:39:21Z
Camerún,4,0,0,4,0,2020-03-17T00:39:21Z
Cuba,4,0,0,4,0,2020-03-17T00:39:21Z
Guyana,4,1,0,3,25,2020-03-17T00:39:21Z
Liechtenstein,4,0,0,4,0,2020-03-17T00:39:21Z
Trinidad y Tobago,4,0,0,4,0,2020-03-17T00:39:21Z
Guam,3,0,0,3,0,2020-03-17T00:39:21Z
Kenya,3,0,0,3,0,2020-03-17T00:39:21Z
Puerto Rico,3,0,0,3,0,2020-03-17T00:39:21Z
Seychelles,3,0,0,3,0,2020-03-17T00:39:21Z
Andorra,2,0,1,1,0,2020-03-17T00:39:21Z
Aruba,2,0,0,2,0,2020-03-17T00:39:21Z
Guatemala,2,1,0,1,50,2020-03-17T00:39:21Z
Jersey,2,0,0,2,0,2020-03-17T00:39:21Z
Kosovo,2,0,0,2,0,2020-03-17T00:39:21Z
Namibia,2,0,0,2,0,2020-03-17T00:39:21Z
Nigeria,2,0,0,2,0,2020-03-17T00:39:21Z
Rep. Dem. del Congo,2,0,0,2,0,2020-03-17T00:39:21Z
Santa Lucía,2,0,0,2,0,2020-03-17T00:39:21Z
Antigua y Barbuda,1,0,0,1,0,2020-03-17T00:39:21Z
Benin,1,0,0,1,0,2020-03-17T00:39:21Z
Bután,1,0,0,1,0,2020-03-17T00:39:21Z
Ciudad del Vaticano,1,0,0,1,0,2020-03-17T00:39:21Z
Costa de Marfil,1,0,0,1,0,2020-03-17T00:39:21Z
Equatorial Guinea,1,0,0,1,0,2020-03-17T00:39:21Z
Esuatini,1,0,0,1,0,2020-03-17T00:39:21Z
Gabón,1,0,0,1,0,2020-03-17T00:39:21Z
Greenland,1,0,0,1,0,2020-03-17T00:39:21Z
Guernsey,1,0,0,1,0,2020-03-17T00:39:21Z
Guinea,1,0,0,1,0,2020-03-17T00:39:21Z
Liberia,1,0,0,1,0,2020-03-17T00:39:21Z
Mauritania,1,0,0,1,0,2020-03-17T00:39:21Z
Mayotte,1,0,0,1,0,2020-03-17T00:39:21Z
Mongolia,1,0,0,1,0,2020-03-17T00:39:21Z
Nepal,1,0,1,0,0,2020-03-17T00:39:21Z
Republic of the Congo,1,0,0,1,0,2020-03-17T00:39:21Z
República Centroafricana,1,0,0,1,0,2020-03-17T00:39:21Z
República del Congo,1,0,0,1,0,2020-03-17T00:39:21Z
San Vincente y las Granadinas,1,0,0,1,0,2020-03-17T00:39:21Z
Somalia,1,0,0,1,0,2020-03-17T00:39:21Z
Sudán,1,1,0,0,100,2020-03-17T00:39:21Z
Surinam,1,0,0,1,0,2020-03-17T00:39:21Z
Tanzania,1,0,0,1,0,2020-03-17T00:39:21Z
The Bahamas,1,0,0,1,0,2020-03-17T00:39:21Z
Togo,1,0,0,1,0,2020-03-17T00:39:21Z
Palestina,0,0,0,0,NaN,2020-03-17T00:39:21Z
