pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Omán,16,0,2,14,0,2020/03/08 22:59:56
Qatar,15,0,0,15,0,2020/03/08 22:59:56
Rumania,15,0,3,12,0,2020/03/08 22:59:56
Ecuador,14,0,0,14,0,2020/03/08 22:59:56
Georgia,13,0,0,13,0,2020/03/08 22:59:56
Argentina,12,1,0,11,8.33,2020/03/08 22:59:56
Croacia,12,0,0,12,0,2020/03/08 22:59:56
Arabia Saudita,11,0,0,11,0,2020/03/08 22:59:56
Polonia,11,0,0,11,0,2020/03/08 22:59:56
Estonia,10,0,0,10,0,2020/03/08 22:59:56
Filipinas,10,1,1,8,10,2020/03/08 22:59:56
Macao,10,0,10,0,0,2020/03/08 22:59:56
Azerbaiyán,9,0,0,9,0,2020/03/08 22:59:56
Chile,8,0,0,8,0,2020/03/08 22:59:56
Hungría,7,0,0,7,0,2020/03/08 22:59:56
México,7,0,1,6,0,2020/03/08 22:59:56
Bielorrusia,6,0,0,6,0,2020/03/08 22:59:56
Indonesia,6,0,0,6,0,2020/03/08 22:59:56
Pakistán,6,0,1,5,0,2020/03/08 22:59:56
Perú,6,0,0,6,0,2020/03/08 22:59:56
Costa Rica,5,0,0,5,0,2020/03/08 22:59:56
Guayana Francesa,5,0,0,5,0,2020/03/08 22:59:56
Nueva Zelanda,5,0,0,5,0,2020/03/08 22:59:56
República Dominicana,5,0,0,5,0,2020/03/08 22:59:56
Afganistán,4,0,0,4,0,2020/03/08 22:59:56
Bulgaria,4,0,0,4,0,2020/03/08 22:59:56
Maldives,4,0,0,4,0,2020/03/08 22:59:56
Senegal,4,0,1,3,0,2020/03/08 22:59:56
Bangladesh,3,0,0,3,0,2020/03/08 22:59:56
Bosnia y Herzegovina,3,0,0,3,0,2020/03/08 22:59:56
Eslovaquia,3,0,0,3,0,2020/03/08 22:59:56
Luxemburgo,3,0,0,3,0,2020/03/08 22:59:56
Macedonia del Norte,3,0,0,3,0,2020/03/08 22:59:56
Malta,3,0,0,3,0,2020/03/08 22:59:56
San Bartolomé,3,0,0,3,0,2020/03/08 22:59:56
Sudáfrica,3,0,0,3,0,2020/03/08 22:59:56
Camboya,2,0,1,1,0,2020/03/08 22:59:56
Camerún,2,0,0,2,0,2020/03/08 22:59:56
Islas Faroe,2,0,0,2,0,2020/03/08 22:59:56
Letonia,2,0,0,2,0,2020/03/08 22:59:56
Marruecos,2,0,0,2,0,2020/03/08 22:59:56
Martinica,2,0,0,2,0,2020/03/08 22:59:56
Túnez,2,0,0,2,0,2020/03/08 22:59:56
Andorra,1,0,0,1,0,2020/03/08 22:59:56
Armenia,1,0,0,1,0,2020/03/08 22:59:56
Bután,1,0,0,1,0,2020/03/08 22:59:56
Ciudad del Vaticano,1,0,0,1,0,2020/03/08 22:59:56
Colombia,1,0,0,1,0,2020/03/08 22:59:56
Gibraltar,1,0,0,1,0,2020/03/08 22:59:56
Jordania,1,0,0,1,0,2020/03/08 22:59:56
Liechtenstein,1,0,0,1,0,2020/03/08 22:59:56
Lituania,1,0,0,1,0,2020/03/08 22:59:56
Moldova,1,0,0,1,0,2020/03/08 22:59:56
Mónaco,1,0,0,1,0,2020/03/08 22:59:56
Nepal,1,0,1,0,0,2020/03/08 22:59:56
Nigeria,1,0,0,1,0,2020/03/08 22:59:56
Paraguay,1,0,0,1,0,2020/03/08 22:59:56
Serbia,1,0,0,1,0,2020/03/08 22:59:56
Sri Lanka,1,0,1,0,0,2020/03/08 22:59:56
Togo,1,0,0,1,0,2020/03/08 22:59:56
Ucrania,1,0,0,1,0,2020/03/08 22:59:56
