pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Guatemala,17,1,0,16,5.88,2020-03-21
Ruanda,17,0,0,17,0,2020-03-21
Jamaica,16,1,2,13,6.25,2020-03-21
Togo,16,0,1,15,0,2020-03-21
Costa de Marfil,14,0,1,13,0,2020-03-21
Kirguistán,14,0,0,14,0,2020-03-21
Mauricio,14,1,0,13,7.14,2020-03-21
Montenegro,14,0,0,14,0,2020-03-21
Maldivas,13,0,0,13,0,2020-03-21
Mónaco,11,0,0,11,0,2020-03-21
Mongolia,10,0,0,10,0,2020-03-21
Etiopía,9,0,0,9,0,2020-03-21
Guyana,7,1,0,6,14.29,2020-03-21
Kenya,7,0,0,7,0,2020-03-21
Mayotte,7,0,0,7,0,2020-03-21
Seychelles,7,0,0,7,0,2020-03-21
Barbados,6,0,0,6,0,2020-03-21
Guinea Ecuatorial,6,0,0,6,0,2020-03-21
Tanzania,6,0,0,6,0,2020-03-21
Bahamas,4,0,0,4,0,2020-03-21
Gabón,4,1,0,3,25,2020-03-21
Surinam,4,0,0,4,0,2020-03-21
Cabo Verde,3,0,0,3,0,2020-03-21
El Salvador,3,0,0,3,0,2020-03-21
Liberia,3,0,0,3,0,2020-03-21
Madagascar,3,0,0,3,0,2020-03-21
Namibia,3,0,0,3,0,2020-03-21
República Centroafricana,3,0,0,3,0,2020-03-21
República del Congo,3,0,0,3,0,2020-03-21
Zimbabue,3,0,0,3,0,2020-03-21
Angola,2,0,0,2,0,2020-03-21
Benin,2,0,0,2,0,2020-03-21
Bután,2,0,0,2,0,2020-03-21
Guinea,2,0,0,2,0,2020-03-21
Haiti,2,0,0,2,0,2020-03-21
Kosovo,2,0,0,2,0,2020-03-21
Mauritania,2,0,0,2,0,2020-03-21
Nicaragua,2,0,0,2,0,2020-03-21
Santa Lucía,2,0,0,2,0,2020-03-21
Sudán,2,1,0,1,50,2020-03-21
Zambia,2,0,0,2,0,2020-03-21
Antigua y Barbuda,1,0,0,1,0,2020-03-21
Cape Verde,1,0,0,1,0,2020-03-21
Chad,1,0,0,1,0,2020-03-21
Ciudad del Vaticano,1,0,0,1,0,2020-03-21
East Timor,1,0,0,1,0,2020-03-21
Eritrea,1,0,0,1,0,2020-03-21
Esuatini,1,0,0,1,0,2020-03-21
Fiji,1,0,0,1,0,2020-03-21
Gambia,1,0,0,1,0,2020-03-21
Nepal,1,0,1,0,0,2020-03-21
Niger,1,0,0,1,0,2020-03-21
Papua New Guinea,1,0,0,1,0,2020-03-21
San Vincente y las Granadinas,1,0,0,1,0,2020-03-21
Somalia,1,0,0,1,0,2020-03-21
Uganda,1,0,0,1,0,2020-03-21
Yibuti,1,0,0,1,0,2020-03-21
Groenlandia,0,0,0,0,NaN,2020-03-21
Guam,0,0,0,0,NaN,2020-03-21
Guernsey,0,0,0,0,NaN,2020-03-21
Jersey,0,0,0,0,NaN,2020-03-21
Puerto Rico,0,0,0,0,NaN,2020-03-21
