pais,casos_confirmados,muertes,recuperados,en_tratamiento,tasa_letalidad,actualizacion
Chile,8,0,0,8,0,2020/03/09 20:12:43
México,7,0,1,6,0,2020/03/09 20:12:43
Perú,7,0,0,7,0,2020/03/09 20:12:43
Bielorrusia,6,0,1,5,0,2020/03/09 20:12:43
Letonia,6,0,0,6,0,2020/03/09 20:12:43
Pakistán,6,0,1,5,0,2020/03/09 20:12:43
Guayana Francesa,5,0,0,5,0,2020/03/09 20:12:43
Nueva Zelanda,5,0,0,5,0,2020/03/09 20:12:43
República Dominicana,5,0,0,5,0,2020/03/09 20:12:43
Afganistán,4,0,0,4,0,2020/03/09 20:12:43
Bulgaria,4,0,0,4,0,2020/03/09 20:12:43
Maldives,4,0,0,4,0,2020/03/09 20:12:43
Senegal,4,0,1,3,0,2020/03/09 20:12:43
Bangladesh,3,0,0,3,0,2020/03/09 20:12:43
Bosnia y Herzegovina,3,0,0,3,0,2020/03/09 20:12:43
Eslovaquia,3,0,0,3,0,2020/03/09 20:12:43
Luxemburgo,3,0,0,3,0,2020/03/09 20:12:43
Macedonia del Norte,3,0,0,3,0,2020/03/09 20:12:43
Malta,3,0,0,3,0,2020/03/09 20:12:43
Sudáfrica,3,0,0,3,0,2020/03/09 20:12:43
Albania,2,0,0,2,0,2020/03/09 20:12:43
Camboya,2,0,1,1,0,2020/03/09 20:12:43
Camerún,2,0,0,2,0,2020/03/09 20:12:43
Chipre,2,0,0,2,0,2020/03/09 20:12:43
Isla de San Martín,2,0,0,2,0,2020/03/09 20:12:43
Islas Faroe,2,0,0,2,0,2020/03/09 20:12:43
Marruecos,2,0,0,2,0,2020/03/09 20:12:43
Martinica,2,0,0,2,0,2020/03/09 20:12:43
Nigeria,2,0,0,2,0,2020/03/09 20:12:43
Túnez,2,0,0,2,0,2020/03/09 20:12:43
Andorra,1,0,0,1,0,2020/03/09 20:12:43
Armenia,1,0,0,1,0,2020/03/09 20:12:43
Brunei,1,0,0,1,0,2020/03/09 20:12:43
Bután,1,0,0,1,0,2020/03/09 20:12:43
Ciudad del Vaticano,1,0,0,1,0,2020/03/09 20:12:43
Colombia,1,0,0,1,0,2020/03/09 20:12:43
Gibraltar,1,0,0,1,0,2020/03/09 20:12:43
Jordania,1,0,0,1,0,2020/03/09 20:12:43
Liechtenstein,1,0,0,1,0,2020/03/09 20:12:43
Lituania,1,0,0,1,0,2020/03/09 20:12:43
Moldova,1,0,0,1,0,2020/03/09 20:12:43
Mónaco,1,0,0,1,0,2020/03/09 20:12:43
Nepal,1,0,1,0,0,2020/03/09 20:12:43
Paraguay,1,0,0,1,0,2020/03/09 20:12:43
San Bartolomé,1,0,0,1,0,2020/03/09 20:12:43
Serbia,1,0,0,1,0,2020/03/09 20:12:43
Sri Lanka,1,0,1,0,0,2020/03/09 20:12:43
Togo,1,0,0,1,0,2020/03/09 20:12:43
Ucrania,1,0,0,1,0,2020/03/09 20:12:43
